DZcode,DZname,LAcode,LAname,Population,Working_Age_Population
S01012152,Paisley Gallowhill and Hillington - 07,S12000038,Renfrewshire,732,469
S01012153,Paisley North - 01,S12000038,Renfrewshire,531,414
S01012154,Paisley North - 02,S12000038,Renfrewshire,774,590
S01012155,Paisley North - 03,S12000038,Renfrewshire,509,381
S01012156,Paisley North - 04,S12000038,Renfrewshire,1023,653
S01012157,Paisley North - 05,S12000038,Renfrewshire,1068,691
S01012158,Paisley North - 06,S12000038,Renfrewshire,1187,789
S01012159,Renfrew West - 01,S12000038,Renfrewshire,462,269
S01012160,Renfrew West - 02,S12000038,Renfrewshire,663,409
S01012161,Renfrew West - 03,S12000038,Renfrewshire,431,268
S01012162,Renfrew West - 04,S12000038,Renfrewshire,1148,734
S01012163,Renfrew West - 05,S12000038,Renfrewshire,758,536
S01012164,Renfrew West - 06,S12000038,Renfrewshire,1134,815
S01012165,Renfrew West - 07,S12000038,Renfrewshire,918,587
S01012166,Renfrew West - 08,S12000038,Renfrewshire,575,393
S01012167,Renfrew West - 09,S12000038,Renfrewshire,776,530
S01012168,Renfrew South - 01,S12000038,Renfrewshire,814,480
S01012169,Renfrew South - 02,S12000038,Renfrewshire,873,522
S01012170,Renfrew South - 03,S12000038,Renfrewshire,960,573
S01012171,Renfrew South - 04,S12000038,Renfrewshire,934,577
S01012172,Renfrew South - 05,S12000038,Renfrewshire,689,409
S01012173,Renfrew South - 06,S12000038,Renfrewshire,717,369
S01012174,Renfrew East - 01,S12000038,Renfrewshire,851,636
S01012175,Renfrew East - 02,S12000038,Renfrewshire,753,504
S01012176,Renfrew East - 03,S12000038,Renfrewshire,741,478
S01012177,Renfrew East - 04,S12000038,Renfrewshire,591,347
S01012178,Renfrew East - 05,S12000038,Renfrewshire,494,306
S01012179,Renfrew East - 06,S12000038,Renfrewshire,578,306
S01012180,Renfrew East - 07,S12000038,Renfrewshire,557,327
S01012181,Renfrew East - 08,S12000038,Renfrewshire,764,480
S01012182,Renfrew North - 01,S12000038,Renfrewshire,2284,1657
S01012183,Renfrew North - 02,S12000038,Renfrewshire,1032,712
S01012184,Renfrew North - 03,S12000038,Renfrewshire,809,643
S01012185,Renfrew North - 04,S12000038,Renfrewshire,725,588
S01012186,Renfrew North - 05,S12000038,Renfrewshire,704,410
S01012187,Renfrew North - 06,S12000038,Renfrewshire,620,401
S01012188,Erskine East and Inchinnan - 01,S12000038,Renfrewshire,555,316
S01012189,Erskine East and Inchinnan - 02,S12000038,Renfrewshire,632,397
S01012190,Erskine East and Inchinnan - 03,S12000038,Renfrewshire,557,357
S01012191,Erskine East and Inchinnan - 04,S12000038,Renfrewshire,775,505
S01012192,Erskine East and Inchinnan - 05,S12000038,Renfrewshire,497,313
S01012193,Erskine East and Inchinnan - 06,S12000038,Renfrewshire,523,396
S01012194,Erskine East and Inchinnan - 07,S12000038,Renfrewshire,552,406
S01012195,Erskine East and Inchinnan - 08,S12000038,Renfrewshire,1108,722
S01012196,Erskine East and Inchinnan - 09,S12000038,Renfrewshire,503,360
S01012197,Erskine Central - 01,S12000038,Renfrewshire,703,410
S01012198,Erskine Central - 02,S12000038,Renfrewshire,866,516
S01012199,Erskine Central - 03,S12000038,Renfrewshire,702,436
S01012200,Erskine Central - 04,S12000038,Renfrewshire,627,394
S01012201,Erskine Central - 05,S12000038,Renfrewshire,744,439
S01012202,Erskine Central - 06,S12000038,Renfrewshire,595,360
S01012203,Erskine Central - 07,S12000038,Renfrewshire,748,464
S01012204,Erskine West - 01,S12000038,Renfrewshire,720,536
S01012205,Erskine West - 02,S12000038,Renfrewshire,638,422
S01012206,Erskine West - 03,S12000038,Renfrewshire,816,540
S01012207,Erskine West - 04,S12000038,Renfrewshire,900,554
S01012208,Erskine West - 05,S12000038,Renfrewshire,1013,621
S01012209,Erskine West - 06,S12000038,Renfrewshire,739,451
S01012210,Erskine West - 07,S12000038,Renfrewshire,736,423
S01012211,Bishopton - 01,S12000038,Renfrewshire,840,548
S01012212,Bishopton - 02,S12000038,Renfrewshire,721,435
S01012213,Bishopton - 03,S12000038,Renfrewshire,764,433
S01012214,Bishopton - 04,S12000038,Renfrewshire,691,394
S01012215,Bishopton - 05,S12000038,Renfrewshire,749,489
S01012216,Bishopton - 06,S12000038,Renfrewshire,667,436
S01012217,Linwood South - 01,S12000038,Renfrewshire,565,379
S01012218,Linwood South - 02,S12000038,Renfrewshire,539,357
S01012219,Linwood South - 03,S12000038,Renfrewshire,841,483
S01012220,Linwood South - 04,S12000038,Renfrewshire,627,354
S01012221,Linwood South - 05,S12000038,Renfrewshire,613,357
S01012222,Linwood South - 06,S12000038,Renfrewshire,888,480
S01012223,Linwood North - 01,S12000038,Renfrewshire,705,434
S01012224,Linwood North - 02,S12000038,Renfrewshire,783,530
S01012225,Linwood North - 03,S12000038,Renfrewshire,1050,635
S01012226,Linwood North - 04,S12000038,Renfrewshire,709,417
S01012227,Linwood North - 05,S12000038,Renfrewshire,603,384
S01012228,Linwood North - 06,S12000038,Renfrewshire,701,435
S01012229,Houston South - 01,S12000038,Renfrewshire,660,433
S01012230,Houston South - 02,S12000038,Renfrewshire,917,591
S01012231,Houston South - 03,S12000038,Renfrewshire,786,535
S01012232,Houston South - 04,S12000038,Renfrewshire,835,525
S01012233,Houston North - 01,S12000038,Renfrewshire,899,544
S01012234,Houston North - 02,S12000038,Renfrewshire,1097,709
S01012235,Houston North - 03,S12000038,Renfrewshire,543,285
S01012236,Houston North - 04,S12000038,Renfrewshire,684,413
S01012237,Bridge of Weir - 01,S12000038,Renfrewshire,744,413
S01012238,Bridge of Weir - 02,S12000038,Renfrewshire,555,350
S01012239,Bridge of Weir - 03,S12000038,Renfrewshire,586,389
S01012240,Bridge of Weir - 04,S12000038,Renfrewshire,820,469
S01012241,Bridge of Weir - 05,S12000038,Renfrewshire,562,326
S01012242,Bridge of Weir - 06,S12000038,Renfrewshire,808,501
S01012243,Bridge of Weir - 07,S12000038,Renfrewshire,653,385
S01012244,Carlops Romannobridge,S12000026,Scottish Borders,1002,661
S01012245,West Linton - Lower,S12000026,Scottish Borders,781,438
S01012246,West Linton - Upper,S12000026,Scottish Borders,985,597
S01012247,Eddleston and Area,S12000026,Scottish Borders,852,510
S01012248,Stobo - Blyth Bridge - Skirling,S12000026,Scottish Borders,803,531
S01012249,Broughton and Upper Tweed,S12000026,Scottish Borders,839,513
S01012250,Glentress and Manor Valley,S12000026,Scottish Borders,914,580
S01012251,Peebles - N - Connor St,S12000026,Scottish Borders,921,564
S01012252,Peebles North - Dalatho,S12000026,Scottish Borders,651,434
S01012253,Peebles - N - Cuddyside,S12000026,Scottish Borders,869,509
S01012254,Peebles - N - March St,S12000026,Scottish Borders,866,510
S01012255,Peebles - N - Eastgate,S12000026,Scottish Borders,925,464
S01012256,Peebles - S - Calvalry Park,S12000026,Scottish Borders,1022,603
S01012257,Peebles - S - Gallow Hill,S12000026,Scottish Borders,890,513
S01012258,Peebles - S - Edderston Rd,S12000026,Scottish Borders,737,417
S01012259,Peebles - S - Caledonian-Springhill,S12000026,Scottish Borders,691,338
S01012260,Peebles - S - Victoria Park,S12000026,Scottish Borders,963,556
S01012261,Cardrona,S12000026,Scottish Borders,896,529
S01012262,Tweeddale East Landward,S12000026,Scottish Borders,977,641
S01012263,Walkerburn,S12000026,Scottish Borders,695,438
S01012264,Innerleithen - North,S12000026,Scottish Borders,461,258
S01012265,Innerleithen - East,S12000026,Scottish Borders,761,455
S01012266,Innerleithen - South,S12000026,Scottish Borders,1166,659
S01012267,Innerleithen - West,S12000026,Scottish Borders,753,433
S01012268,Earlston and Melrose Landward,S12000026,Scottish Borders,612,390
S01012269,Earlston - West,S12000026,Scottish Borders,948,540
S01012270,Earlston - East,S12000026,Scottish Borders,780,460
S01012271,Heriot - Fountainhall - Stow Landward,S12000026,Scottish Borders,1643,1063
S01012272,Stow,S12000026,Scottish Borders,711,441
S01012273,Clovenfords and Area,S12000026,Scottish Borders,906,542
S01012274,Galashiels - N - Halliburton,S12000026,Scottish Borders,871,565
S01012275,Galashiels - N - Town Centre,S12000026,Scottish Borders,781,590
S01012276,Galashiels - N - Windyknowe,S12000026,Scottish Borders,958,600
S01012277,Galashiels - N - Wood St,S12000026,Scottish Borders,1057,735
S01012278,Galashiels - W - Old Town,S12000026,Scottish Borders,684,472
S01012279,Galashiels - W - Thistle St,S12000026,Scottish Borders,736,519
S01012280,Galashiels - W - Balmoral Rd,S12000026,Scottish Borders,949,616
S01012281,Galashiels - W - Balmoral Pl,S12000026,Scottish Borders,683,462
S01012282,Galashiels - S - Netherdale,S12000026,Scottish Borders,1053,642
S01012283,Galashiels - S - St Peters Sch,S12000026,Scottish Borders,890,512
S01012284,Galashiels - S - Huddersfield,S12000026,Scottish Borders,785,490
S01012285,Galashiels - S - Glenfield,S12000026,Scottish Borders,514,282
S01012286,Gala - Langlee - East,S12000026,Scottish Borders,1020,674
S01012287,Gala - Langlee - Central,S12000026,Scottish Borders,865,546
S01012288,Gala - Langlee - West,S12000026,Scottish Borders,757,480
S01012289,Gattonside - Darnick - Chiefswood,S12000026,Scottish Borders,888,478
S01012290,Melrose - Newstead,S12000026,Scottish Borders,578,333
S01012291,Melrose - Dingleton Hill,S12000026,Scottish Borders,1132,713
S01012292,Melrose - High Street,S12000026,Scottish Borders,754,363
S01012293,Tweedbank - West,S12000026,Scottish Borders,450,263
S01012294,Tweedbank - North,S12000026,Scottish Borders,793,516
S01012295,Tweedbank - East,S12000026,Scottish Borders,779,526
S01012296,Lauder - South,S12000026,Scottish Borders,948,554
S01012297,Blainslie and Legerwood,S12000026,Scottish Borders,614,367
S01012298,Lauder - North,S12000026,Scottish Borders,842,459
S01012299,Oxton and Area,S12000026,Scottish Borders,628,413
S01012300,Greenlaw,S12000026,Scottish Borders,629,392
S01012301,Swinton Leithholm and Fogo Area,S12000026,Scottish Borders,886,555
S01012302,Cranshaws - Abbey St Bathans Area,S12000026,Scottish Borders,597,394
S01012303,Westruther and Polwarth Area,S12000026,Scottish Borders,981,568
S01012304,Gordon and Hume Area,S12000026,Scottish Borders,1069,615
S01012305,Duns - South,S12000026,Scottish Borders,779,437
S01012306,Duns - West,S12000026,Scottish Borders,559,290
S01012307,Duns - North,S12000026,Scottish Borders,591,383
S01012308,Duns - East,S12000026,Scottish Borders,827,498
S01012309,Ayton,S12000026,Scottish Borders,607,346
S01012310,St Abbs and Eyemouth Landward,S12000026,Scottish Borders,881,515
S01012311,Coldingham,S12000026,Scottish Borders,514,290
S01012312,Reston and Coldingham Moor Area,S12000026,Scottish Borders,975,580
S01012313,Cockburnspath and Area,S12000026,Scottish Borders,736,488
S01012314,Eyemouth - Gunsgreen,S12000026,Scottish Borders,802,459
S01012315,Eyemouth - Seafront Harbour,S12000026,Scottish Borders,692,354
S01012316,Eyemouth - Central,S12000026,Scottish Borders,604,320
S01012317,Eyemouth - South,S12000026,Scottish Borders,688,383
S01012318,Eyemouth - North,S12000026,Scottish Borders,771,464
S01012319,Preston and Manderston Area,S12000026,Scottish Borders,718,466
S01012320,Chirnside - West,S12000026,Scottish Borders,584,330
S01012321,Chirnside - East,S12000026,Scottish Borders,860,479
S01012322,Whitsome Allanton and Hutton Area,S12000026,Scottish Borders,991,577
S01012323,Foulden and Area,S12000026,Scottish Borders,853,525
S01012324,Birgham and Ladykirk Area,S12000026,Scottish Borders,880,495
S01012325,Coldstream - West,S12000026,Scottish Borders,563,260
S01012326,Coldstream - South,S12000026,Scottish Borders,525,292
S01012327,Coldstream - East,S12000026,Scottish Borders,783,438
S01012328,Town Yetholm,S12000026,Scottish Borders,611,317
S01012329,Morebattle Hownam and Area,S12000026,Scottish Borders,841,478
S01012330,Kelso S - Pinnaclehill,S12000026,Scottish Borders,554,294
S01012331,Kelso S - Maxwellheugh,S12000026,Scottish Borders,719,430
S01012332,Smailholm Stitchill and Ednam Area,S12000026,Scottish Borders,953,570
S01012333,Sprouston and Area,S12000026,Scottish Borders,1013,569
S01012334,Kelso N - High Croft Orchard Park,S12000026,Scottish Borders,918,486
S01012335,Kelso N - Hendersyde Oakfield,S12000026,Scottish Borders,934,593
S01012336,Kelso N - Abbotseat,S12000026,Scottish Borders,627,338
S01012337,Kelso N - Poynder Park,S12000026,Scottish Borders,799,495
S01012338,Kelso S - Bowmont and Edenside,S12000026,Scottish Borders,686,397
S01012339,Kelso S - Abbey,S12000026,Scottish Borders,589,341
S01012340,Kelso S - Broomlands,S12000026,Scottish Borders,1077,543
S01012341,Oxnam and Camptown Area,S12000026,Scottish Borders,925,573
S01012342,Ancrum and Lanton Area,S12000026,Scottish Borders,1047,585
S01012343,Roxburgh Heiton Eckford Area,S12000026,Scottish Borders,979,601
S01012344,Newtown St Boswells - South,S12000026,Scottish Borders,650,412
S01012345,Newtown St Boswells - North,S12000026,Scottish Borders,681,444
S01012346,Dryburgh Charlesfield Maxton Area,S12000026,Scottish Borders,863,502
S01012347,St Boswells - East,S12000026,Scottish Borders,765,417
S01012348,St Boswells - West,S12000026,Scottish Borders,695,340
S01012349,Jedburgh - Howden,S12000026,Scottish Borders,833,494
S01012350,Jedburgh - Doom Hill,S12000026,Scottish Borders,750,428
S01012351,Jedburgh - East Central,S12000026,Scottish Borders,833,495
S01012352,Jedburgh - West Central,S12000026,Scottish Borders,741,426
S01012353,Jedburgh - Abbey,S12000026,Scottish Borders,725,444
S01012354,Newcastleton,S12000026,Scottish Borders,777,426
S01012355,Teviothead and Hermitage Area,S12000026,Scottish Borders,908,564
S01012356,Denholm,S12000026,Scottish Borders,695,394
S01012357,Minto Cauldmill and Boonraw Area,S12000026,Scottish Borders,905,522
S01012358,Bonchester Bridge and Chesters Area,S12000026,Scottish Borders,768,437
S01012359,Hawick - Burnfoot - South East,S12000026,Scottish Borders,760,450
S01012360,Hawick - Burnfoot - Central,S12000026,Scottish Borders,760,414
S01012361,Hawick - Burnfoot - West,S12000026,Scottish Borders,621,378
S01012362,Hawick - Burnfoot - North,S12000026,Scottish Borders,872,534
S01012363,Hawick Central - Wellogate,S12000026,Scottish Borders,1063,674
S01012364,Hawick Central - Trinity,S12000026,Scottish Borders,631,351
S01012365,Hawick Central - Millers Knowes,S12000026,Scottish Borders,833,478
S01012366,Hawick Central - Town Centre,S12000026,Scottish Borders,767,441
S01012367,Hawick Central - Weensland,S12000026,Scottish Borders,899,505
S01012368,Hawick West End - Wilton Dean,S12000026,Scottish Borders,601,315
S01012369,Hawick West End - Crumhaughill and Parkdail,S12000026,Scottish Borders,823,485
S01012370,Hawick Central - Drumlanrig,S12000026,Scottish Borders,994,602
S01012371,Hawick West End - Crumhaugh,S12000026,Scottish Borders,916,514
S01012372,Hawick North - Commercial Road,S12000026,Scottish Borders,673,410
S01012373,Hawick North - Wilton Hill,S12000026,Scottish Borders,960,572
S01012374,Hawick North - Stirtches,S12000026,Scottish Borders,873,549
S01012375,Hawick North - Silverbuthall,S12000026,Scottish Borders,843,537
S01012376,Ashkirk Lilliesleaf and Midlem Area,S12000026,Scottish Borders,1017,612
S01012377,Bowden and Lindean Area,S12000026,Scottish Borders,643,339
S01012378,Ettrick Water and Bowhill Area,S12000026,Scottish Borders,576,338
S01012379,Yarrow Water and Sunderland Area,S12000026,Scottish Borders,500,276
S01012380,Selkirk - Shawburn,S12000026,Scottish Borders,871,540
S01012381,Selkirk - Town Centre,S12000026,Scottish Borders,782,420
S01012382,Selkirk - Hillside Terrace,S12000026,Scottish Borders,919,527
S01012383,Selkirk - Shawpark,S12000026,Scottish Borders,830,459
S01012384,Selkirk - Dunsdale,S12000026,Scottish Borders,485,268
S01012385,Selkirk - Heatherlie,S12000026,Scottish Borders,677,444
S01012386,Selkirk - Bannerfield,S12000026,Scottish Borders,996,558
S01012387,Shetland South - 01,S12000027,Shetland Islands,910,552
S01012388,Shetland South - 02,S12000027,Shetland Islands,732,443
S01012389,Shetland South - 03,S12000027,Shetland Islands,951,606
S01012390,Shetland South - 04,S12000027,Shetland Islands,787,488
S01012391,Lerwick South - 01,S12000027,Shetland Islands,1112,690
S01012392,Lerwick South - 02,S12000027,Shetland Islands,811,496
S01012393,Lerwick South - 03,S12000027,Shetland Islands,817,502
S01012394,Lerwick South - 04,S12000027,Shetland Islands,664,387
S01012395,Lerwick North - 01,S12000027,Shetland Islands,568,348
S01012396,Lerwick North - 02,S12000027,Shetland Islands,600,379
S01012397,Lerwick North - 03,S12000027,Shetland Islands,799,462
S01012398,Lerwick North - 04,S12000027,Shetland Islands,806,543
S01012399,Lerwick North - 05,S12000027,Shetland Islands,592,386
S01012400,Lerwick North - 06,S12000027,Shetland Islands,535,385
S01012401,Lerwick North - 07,S12000027,Shetland Islands,719,478
S01012402,Central Shetland - 01,S12000027,Shetland Islands,666,432
S01012403,Central Shetland - 02,S12000027,Shetland Islands,1025,654
S01012404,Central Shetland - 03,S12000027,Shetland Islands,937,606
S01012405,Central Shetland - 04,S12000027,Shetland Islands,797,507
S01012406,East and West Mainland - 01,S12000027,Shetland Islands,661,418
S01012407,East and West Mainland - 02,S12000027,Shetland Islands,882,538
S01012408,East and West Mainland - 03,S12000027,Shetland Islands,659,421
S01012409,East and West Mainland - 04,S12000027,Shetland Islands,686,410
S01012410,North Mainland - 01,S12000027,Shetland Islands,1105,747
S01012411,North Mainland - 02,S12000027,Shetland Islands,868,600
S01012412,North Mainland - 03,S12000027,Shetland Islands,648,384
S01012413,North and East Isles - 01,S12000027,Shetland Islands,939,532
S01012414,North and East Isles - 02,S12000027,Shetland Islands,700,342
S01012415,North and East Isles - 03,S12000027,Shetland Islands,598,332
S01012416,North and East Isles - 04,S12000027,Shetland Islands,506,297
S01012417,Carrick South - 01,S12000028,South Ayrshire,631,338
S01012418,Carrick South - 02,S12000028,South Ayrshire,749,421
S01012419,Carrick South - 03,S12000028,South Ayrshire,793,459
S01012420,Carrick South - 04,S12000028,South Ayrshire,787,493
S01012421,Carrick South - 05,S12000028,South Ayrshire,732,430
S01012422,Carrick South - 06,S12000028,South Ayrshire,865,502
S01012423,Carrick South - 07,S12000028,South Ayrshire,803,512
S01012424,Girvan Glendoune - 01,S12000028,South Ayrshire,913,531
S01012425,Girvan Glendoune - 02,S12000028,South Ayrshire,593,343
S01012426,Girvan Glendoune - 03,S12000028,South Ayrshire,474,300
S01012427,Girvan Glendoune - 04,S12000028,South Ayrshire,608,390
S01012428,Girvan Glendoune - 05,S12000028,South Ayrshire,683,372
S01012429,Girvan Ailsa - 01,S12000028,South Ayrshire,573,333
S01012430,Girvan Ailsa - 02,S12000028,South Ayrshire,574,338
S01012431,Girvan Ailsa - 03,S12000028,South Ayrshire,894,502
S01012432,Girvan Ailsa - 04,S12000028,South Ayrshire,683,375
S01012433,Girvan Ailsa - 05,S12000028,South Ayrshire,494,291
S01012434,Maybole - 01,S12000028,South Ayrshire,673,453
S01012435,Maybole - 02,S12000028,South Ayrshire,624,418
S01012436,Maybole - 03,S12000028,South Ayrshire,705,432
S01012437,Maybole - 04,S12000028,South Ayrshire,692,443
S01012438,Maybole - 05,S12000028,South Ayrshire,744,460
S01012439,Maybole - 06,S12000028,South Ayrshire,761,413
S01012440,Maybole - 07,S12000028,South Ayrshire,479,274
S01012441,Carrick North - 01,S12000028,South Ayrshire,818,468
S01012442,Carrick North - 02,S12000028,South Ayrshire,1251,775
S01012443,Carrick North - 03,S12000028,South Ayrshire,745,458
S01012444,Carrick North - 04,S12000028,South Ayrshire,993,599
S01012445,Carrick North - 05,S12000028,South Ayrshire,575,334
S01012446,Coylton - 01,S12000028,South Ayrshire,478,286
S01012447,Coylton - 02,S12000028,South Ayrshire,791,487
S01012448,Coylton - 03,S12000028,South Ayrshire,959,605
S01012449,Coylton - 04,S12000028,South Ayrshire,594,386
S01012450,Coylton - 05,S12000028,South Ayrshire,940,584
S01012451,Alloway and Doonfoot - 01,S12000028,South Ayrshire,965,440
S01012452,Alloway and Doonfoot - 02,S12000028,South Ayrshire,566,308
S01012453,Alloway and Doonfoot - 03,S12000028,South Ayrshire,807,430
S01012454,Alloway and Doonfoot - 04,S12000028,South Ayrshire,613,321
S01012455,Alloway and Doonfoot - 05,S12000028,South Ayrshire,657,331
S01012456,Alloway and Doonfoot - 06,S12000028,South Ayrshire,793,399
S01012457,Alloway and Doonfoot - 07,S12000028,South Ayrshire,799,369
S01012458,Alloway and Doonfoot - 08,S12000028,South Ayrshire,806,422
S01012459,Castlehill and Kincaidston - 01,S12000028,South Ayrshire,703,447
S01012460,Castlehill and Kincaidston - 02,S12000028,South Ayrshire,517,265
S01012461,Castlehill and Kincaidston - 03,S12000028,South Ayrshire,532,337
S01012462,Castlehill and Kincaidston - 04,S12000028,South Ayrshire,670,441
S01012463,Castlehill and Kincaidston - 05,S12000028,South Ayrshire,538,360
S01012464,Castlehill and Kincaidston - 06,S12000028,South Ayrshire,594,365
S01012465,Castlehill and Kincaidston - 07,S12000028,South Ayrshire,636,369
S01012466,Belmont - 01,S12000028,South Ayrshire,775,474
S01012467,Belmont - 02,S12000028,South Ayrshire,642,412
S01012468,Belmont - 03,S12000028,South Ayrshire,761,470
S01012469,Belmont - 04,S12000028,South Ayrshire,748,412
S01012470,Belmont - 05,S12000028,South Ayrshire,925,581
S01012471,Belmont - 06,S12000028,South Ayrshire,847,434
S01012472,Belmont - 07,S12000028,South Ayrshire,698,333
S01012473,Holmston and Forehill - 01,S12000028,South Ayrshire,513,302
S01012474,Holmston and Forehill - 02,S12000028,South Ayrshire,709,396
S01012475,Holmston and Forehill - 03,S12000028,South Ayrshire,660,358
S01012476,Holmston and Forehill - 04,S12000028,South Ayrshire,974,594
S01012477,Holmston and Forehill - 05,S12000028,South Ayrshire,655,385
S01012478,Holmston and Forehill - 06,S12000028,South Ayrshire,850,534
S01012479,Holmston and Forehill - 07,S12000028,South Ayrshire,616,390
S01012480,Ayr South Harbour and Town Centre - 01,S12000028,South Ayrshire,589,393
S01012481,Ayr South Harbour and Town Centre - 02,S12000028,South Ayrshire,818,570
S01012482,Ayr South Harbour and Town Centre - 03,S12000028,South Ayrshire,759,389
S01012483,Ayr South Harbour and Town Centre - 04,S12000028,South Ayrshire,802,518
S01012484,Ayr South Harbour and Town Centre - 05,S12000028,South Ayrshire,806,461
S01012485,Ayr South Harbour and Town Centre - 06,S12000028,South Ayrshire,908,441
S01012486,Ayr South Harbour and Town Centre - 07,S12000028,South Ayrshire,668,252
S01012487,"Ayr North Harbour, Wallacetown and Newton S",S12000028,South Ayrshire,591,367
S01012488,"Ayr North Harbour, Wallacetown and Newton S",S12000028,South Ayrshire,860,532
S01012489,"Ayr North Harbour, Wallacetown and Newton S",S12000028,South Ayrshire,973,703
S01012490,"Ayr North Harbour, Wallacetown and Newton S",S12000028,South Ayrshire,904,644
S01012491,"Ayr North Harbour, Wallacetown and Newton S",S12000028,South Ayrshire,492,354
S01012492,"Ayr North Harbour, Wallacetown and Newton S",S12000028,South Ayrshire,738,517
S01012493,Craigie - 01,S12000028,South Ayrshire,624,333
S01012494,Craigie - 02,S12000028,South Ayrshire,1004,695
S01012495,Craigie - 03,S12000028,South Ayrshire,1007,629
S01012496,Dalmilling - 01,S12000028,South Ayrshire,793,484
S01012497,Dalmilling - 02,S12000028,South Ayrshire,489,334
S01012498,Dalmilling - 03,S12000028,South Ayrshire,843,527
S01012499,Dalmilling - 04,S12000028,South Ayrshire,837,445
S01012500,"Lochside, Braehead and Whitletts - 01",S12000028,South Ayrshire,523,322
S01012501,"Lochside, Braehead and Whitletts - 02",S12000028,South Ayrshire,571,347
S01012502,"Lochside, Braehead and Whitletts - 03",S12000028,South Ayrshire,806,548
S01012503,"Lochside, Braehead and Whitletts - 04",S12000028,South Ayrshire,588,374
S01012504,"Lochside, Braehead and Whitletts - 05",S12000028,South Ayrshire,650,419
S01012505,"Lochside, Braehead and Whitletts - 06",S12000028,South Ayrshire,1054,693
S01012506,Newton North - 01,S12000028,South Ayrshire,463,271
S01012507,Newton North - 02,S12000028,South Ayrshire,901,566
S01012508,Newton North - 03,S12000028,South Ayrshire,729,495
S01012509,Newton North - 04,S12000028,South Ayrshire,549,353
S01012510,Newton North - 05,S12000028,South Ayrshire,964,607
S01012511,Newton North - 06,S12000028,South Ayrshire,583,360
S01012512,Heathfield - 01,S12000028,South Ayrshire,673,411
S01012513,Heathfield - 02,S12000028,South Ayrshire,560,359
S01012514,Heathfield - 03,S12000028,South Ayrshire,955,661
S01012515,Heathfield - 04,S12000028,South Ayrshire,610,388
S01012516,Heathfield - 05,S12000028,South Ayrshire,621,371
S01012517,Heathfield - 06,S12000028,South Ayrshire,1041,607
S01012518,Prestwick West - 01,S12000028,South Ayrshire,531,316
S01012519,Prestwick West - 02,S12000028,South Ayrshire,518,286
S01012520,Prestwick West - 03,S12000028,South Ayrshire,766,391
S01012521,Prestwick West - 04,S12000028,South Ayrshire,547,370
S01012522,Prestwick West - 05,S12000028,South Ayrshire,824,471
S01012523,Prestwick West - 06,S12000028,South Ayrshire,853,527
S01012524,Prestwick East - 01,S12000028,South Ayrshire,911,511
S01012525,Prestwick East - 02,S12000028,South Ayrshire,756,462
S01012526,Prestwick East - 03,S12000028,South Ayrshire,734,408
S01012527,Prestwick East - 04,S12000028,South Ayrshire,593,333
S01012528,Prestwick East - 05,S12000028,South Ayrshire,806,512
S01012529,Prestwick East - 06,S12000028,South Ayrshire,704,432
S01012530,Prestwick East - 07,S12000028,South Ayrshire,886,502
S01012531,Prestwick Airport and Monkton - 01,S12000028,South Ayrshire,926,552
S01012532,Prestwick Airport and Monkton - 02,S12000028,South Ayrshire,1012,643
S01012533,Prestwick Airport and Monkton - 03,S12000028,South Ayrshire,537,318
S01012534,Prestwick Airport and Monkton - 04,S12000028,South Ayrshire,686,356
S01012535,"Annbank, Mossblown and Tarbolton - the Coal",S12000028,South Ayrshire,776,488
S01012536,"Annbank, Mossblown and Tarbolton - the Coal",S12000028,South Ayrshire,698,454
S01012537,"Annbank, Mossblown and Tarbolton - the Coal",S12000028,South Ayrshire,717,430
S01012538,"Annbank, Mossblown and Tarbolton - the Coal",S12000028,South Ayrshire,1208,706
S01012539,"Annbank, Mossblown and Tarbolton - the Coal",S12000028,South Ayrshire,710,430
S01012540,"Annbank, Mossblown and Tarbolton - the Coal",S12000028,South Ayrshire,708,424
S01012541,"Annbank, Mossblown and Tarbolton - the Coal",S12000028,South Ayrshire,1105,676
S01012542,"Dundonald, Loans and Symington - 01",S12000028,South Ayrshire,1044,591
S01012543,"Dundonald, Loans and Symington - 02",S12000028,South Ayrshire,699,467
S01012544,"Dundonald, Loans and Symington - 03",S12000028,South Ayrshire,878,479
S01012545,"Dundonald, Loans and Symington - 04",S12000028,South Ayrshire,465,299
S01012546,"Dundonald, Loans and Symington - 05",S12000028,South Ayrshire,828,507
S01012547,"Dundonald, Loans and Symington - 06",S12000028,South Ayrshire,702,374
S01012548,"Dundonald, Loans and Symington - 07",S12000028,South Ayrshire,1216,733
S01012549,Muirhead - 01,S12000028,South Ayrshire,566,329
S01012550,Muirhead - 02,S12000028,South Ayrshire,785,475
S01012551,Muirhead - 03,S12000028,South Ayrshire,747,448
S01012552,Muirhead - 04,S12000028,South Ayrshire,843,492
S01012553,Muirhead - 05,S12000028,South Ayrshire,917,604
S01012554,Muirhead - 06,S12000028,South Ayrshire,443,248
S01012555,Muirhead - 07,S12000028,South Ayrshire,509,314
S01012556,Muirhead - 08,S12000028,South Ayrshire,507,301
S01012557,Barassie - 01,S12000028,South Ayrshire,619,350
S01012558,Barassie - 02,S12000028,South Ayrshire,546,355
S01012559,Barassie - 03,S12000028,South Ayrshire,733,408
S01012560,Barassie - 04,S12000028,South Ayrshire,573,281
S01012561,Barassie - 05,S12000028,South Ayrshire,739,431
S01012562,Barassie - 06,S12000028,South Ayrshire,729,456
